tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone,sentiment
5.68E+17,neutral,0.6688,,,Delta,,jonsik1952,,0," @ JetBlue .   Punta Cana, to enjoy weather n see my wifes family",,2/17/2015 16:04,,,1
5.69E+17,neutral,1,,,Delta,,JetBlueNews,,0, @ JetBlue Airways Lowered to Strong Sell at Vetr Inc .   ( JBLU )   -  Mideast Time ,,2/21/2015 2:36,USA,Sydney,1
5.70E+17,negative,1,Lost Luggage,1,United,,szymanski_t,,0, @ United DO NOT FLY UNITED WITH CHECKED BAGGAGE !  It will never find you ! ,,2/22/2015 6:29,,Eastern Time (US & Canada),0
5.70E+17,negative,1,Lost Luggage,0.6749,American,,monumentsinking,,0," .  @ AmericanAir  @ USAirways Add insult to injury you guys ""misplaced"" my bag .  

Cannot believe you have to pay money to be treated this poorly . ",,2/22/2015 23:37,PDX JFK SFO BDL,Pacific Time (US & Canada),0
5.70E+17,negative,1,Customer Service Issue,1,US Airways,,MustSeeItAll_,,0, @ USAirways is there a  #  or a time bracket I can call to fix this problem ? I have been attempting to fix this contact information issue for days,,2/23/2015 9:51,NYC // LI ,,0
5.70E+17,negative,0.6163,Late Flight,0.6163,American,,zsalim03,,0, @ AmericanAir In car gng to DFW .  Pulled over 1hr ago  -  very icy roads .  On - hold with AA since 1hr .  Cannot reach arpt for AA2450 .  Wat 2 do ? ,,2/22/2015 18:15,Texas,Central Time (US & Canada),0
5.70E+17,negative,1,Customer Service Issue,0.6735,United,,discobiscuit63,,0, @ united thnx for quick reply but do not think you can assist .  Our intl grp will be put to considerable inconvenience today . ,,2/24/2015 9:14,,Central Time (US & Canada),0
5.69E+17,negative,1,Late Flight,0.6473,United,,MouadofMoney,,0, @ united no u do not,,2/20/2015 21:24,NYC,Atlantic Time (Canada),0
5.70E+17,neutral,0.6866,,0,US Airways,,PhilaCarService,,0, @ USAirways what is going on with US Airways flight 805 ?    Why diverted to Charlotte ? ,,2/23/2015 16:37,South Jersey,Eastern Time (US & Canada),1
5.68E+17,neutral,1,,,Delta,,fromtheleftseat,,0, @ JetBlue marks 15th birthday with  @ Airbus  # A320 painted in  ' Blumanity '  paint job ,,2/17/2015 12:58,Phoenix AZ,Arizona,1
5.70E+17,negative,1,Late Flight,1,Delta,,dhp214,,0, @ JetBlue Thanks .  So the delay was the result of scheduling issues more than weather reLate Flightd problems ? ,,2/22/2015 17:37,New York,Eastern Time (US & Canada),0
5.69E+17,neutral,1,,,Southwest,,PLLMyObsessionn,,0, @ SouthwestAir yes please,,2/19/2015 14:25,We know all so follow -A,,1
5.68E+17,neutral,0.6837,,0,Delta,,dedemoore89,,0, @ JetBlue Are departing flights from Boston heavily delayed ?  Flying out tomorrow morning  .  .  . ,,2/17/2015 15:37,,,1
5.70E+17,negative,0.6488,Flight Booking Problems,0.3346,American,,UllCon,,0," @ AmericanAir I paid using Paypal online and after I was charged there was a ""System Error"" which is what I ended up calling about . ",,2/23/2015 13:37,"Michigan, US",Quito,0
5.68E+17,negative,1,Lost Luggage,1,Southwest,,9ad16006a6014a6,,0, @ SouthwestAir can i have my bags back   ding !  ! ,,2/17/2015 10:11,,,0
5.70E+17,negative,0.6913,Can't Tell,0.3537,American,,gu_runyu,,0," @ AmericanAir said that AA does not provide in - flight wifi on the routes to China based on some federal laws, but United does, why is that ? ",,2/24/2015 9:37,,,0
5.70E+17,negative,1,Customer Service Issue,1,American,,FooyaBabs,,0, @ AmericanAir yes but not with much help from you guys,,2/23/2015 8:05,New York,,0
5.69E+17,negative,1,Late Flight,0.6947,US Airways,,JaneShivick,,0, @ USAirways FINALLY leaving 4 home from NC .  Will lodge respectful complaints !  !  Mechanical issue after cleared for runway ?   # 5hourwait  # nocrew,"[35.2191669, -80.9435256]",2/21/2015 18:02,,,0
5.69E+17,neutral,0.6842,,,Delta,,kbosspotter,,0, @ JetBlue the you above all commercials ?  Like the legroom one,,2/21/2015 9:17,Logan International Airport,Atlantic Time (Canada),1
5.70E+17,neutral,1,,,Delta,,LandryMD,,0,"Bruh .  .  . real tweet from  @ JetBlue ""Our fleet ' s on fleek .  """,,2/23/2015 10:21,USA,Atlantic Time (Canada),1
5.69E+17,positive,1,,,US Airways,,wearitbright,,0, @ USAirways me too ! ,,2/20/2015 18:53,"neenah, wi",,1
5.69E+17,neutral,0.65,,,Delta,,nokidhungry,,0," @ jetblue We ' d love to help Shanese Bryant - Melton, a hard - working grandmother from DC, go to Miami .  It is on her bucket list .   # flyitforward",,2/20/2015 7:07,"Washington, DC",Eastern Time (US & Canada),1
5.69E+17,negative,1,Can't Tell,0.6429,Southwest,,TheeSamSanders,,0, @ SouthwestAir do not ever tweet me again,,2/19/2015 14:45,On It,Quito,0
5.70E+17,negative,1,Can't Tell,0.6716,American,,GREATNESSEOA,,0, @ AmericanAir  @ USAirways day has come where I was suppose to get my money back from you but my bank has not received anything but after,,2/23/2015 14:50,McKinney TX,,0
5.70E+17,neutral,1,,,United,,Cecilia_stories,,0, @ united A Tourist Wonder :  Super Tides and Tide of the Century at French and U . K coasts :  ,,2/24/2015 6:36,Luxembourg,Paris,1
5.69E+17,negative,1,Late Flight,1,US Airways,,SweetingR,,0, @ USAirways I have a story for you .  It starts with a two hour delayed flight that makes me miss my connection in Miami . ,,2/20/2015 20:50,"Asheville, NC",Eastern Time (US & Canada),0
5.70E+17,negative,1,Customer Service Issue,0.6619,American,,agoldenbrown,,0, @ AmericanAir i will be writing a very detailed letter to you all about this experience today .  I have never experienced such awful cs ever,,2/22/2015 18:49,NYCATL,Eastern Time (US & Canada),0
5.70E+17,negative,1,Damaged Luggage,0.651,Southwest,,kashnow,,0," @ SouthwestAir  -  neveryamind I paid  $ 450 for a flight .  250 for a new bag is easy for business class customers, right ?  ",,2/22/2015 9:54,"31.708674,34.993824",Eastern Time (US & Canada),0
5.68E+17,negative,1,Customer Service Issue,0.6737,United,,jamescmcpherson,,0," @ united yes, I know that .  The question is ""why is that still the case"" ?   # fail",,2/18/2015 8:38,Brisbane,Brisbane,0
5.70E+17,negative,1,Lost Luggage,0.352,Southwest,,TheRandyHarbin,,0, @ SouthwestAir give us some more clever advertising about  # bagsflyfree is that because  # badpolicy allows you to  # cheatcustomers,,2/24/2015 4:54,Kansas City MO,Central Time (US & Canada),0
5.70E+17,negative,1,Lost Luggage,1,American,,CarlosMourino,,0, @ AmericanAir After 3 days NO BAGs amazing the way that you neglect customers,,2/22/2015 14:14,,,0
5.70E+17,positive,0.6697,,,United,,scottdraeger,,0, @ united I trust you enough to put my coat in my checked bag ! ,,2/22/2015 14:53,Chicagoland,Central Time (US & Canada),1
5.69E+17,positive,1,,,Delta,,RascoePattie,,0, @ JetBlue cannot wait !  I will be the one who cannot contain herself .  ・E・E・E・E,,2/20/2015 4:48,,,1
5.69E+17,negative,0.6405,Lost Luggage,0.6405,Delta,,contimike,,0, @ JetBlue I would like to send an email to Lost and Found at JetBlue JFK ;  I spoke to them this morning but cannot drive their today . ,,2/21/2015 13:31,"New York, sort of!",,0
5.70E+17,positive,1,,,Delta,,Kristenrx5150,,0, @ JetBlue here you go .  .  .  Your napkins pretty much say it all !  ,,2/24/2015 7:57,anaheim,,1
5.70E+17,negative,0.649,Flight Attendant Complaints,0.649,United,,lisaboban,,0," @ united Thank you .  Mention that before I boarded she asked 1other person to measure their bag, and it was another woman .  Men not asked . ",,2/23/2015 12:59,Indiana,,0
5.70E+17,neutral,1,,,Delta,,Mz_Undrst00d,,0,・E・E @ JetBlue :  Our fleet ' s on fleek .  ・E・E ・E・E・E・E,,2/23/2015 11:12,Buck Guy City,Eastern Time (US & Canada),1
5.69E+17,positive,1,,,Virgin America,,carlosondrums,,0, @ VirginAmerica Very nicely done .  ・E・E・E・E,,2/21/2015 10:28,Las Vegas,Eastern Time (US & Canada),1
5.68E+17,negative,0.6224,Customer Service Issue,0.6224,Southwest,,scottglass70,,0," @ SouthwestAir no, thanks .  I think we have it straight ! ",,2/17/2015 15:49,"Midlothian, Virginia",,0
5.68E+17,positive,0.6661,,,United,,VisionRoij,,0, @ united Thanks ! ,,2/17/2015 14:49,The Netherlands,Amsterdam,1
5.69E+17,negative,0.6309,Late Flight,0.6309,Delta,,MerrickRealtor,,0, @ jetblue fly 2301 delayed do to ice at JFK  .  .  .  Can I switch to a Late Flightr flight for free,,2/22/2015 5:44,Merrick,America/New_York,0
5.70E+17,negative,1,Customer Service Issue,1,American,,roblasvegas,,0, @ AmericanAir I called the EP line and 4 hours Late Flightr I was called back .   I sat on hold for over a hour to US Airways and then cut off,,2/23/2015 6:03,Las Vegas,Pacific Time (US & Canada),0
5.68E+17,negative,1,Can't Tell,0.6729,Delta,,ZKatcher,,0, @ JetBlue How is travel bank credit issued by your company fraud  -  I acquired credit from family friend Charles Kravitz  -  see his account,"[0.0, 0.0]",2/19/2015 7:59,"Washington, DC",Eastern Time (US & Canada),0
5.68E+17,neutral,0.3608,,0,Delta,,djh11375,,0," @ JetBlue Left my coat on flight 453 this morning in overhead bin .   Reported seat 12A, but I was 11A .   Thx .   Ticket 2792125083854",,2/18/2015 15:23,"Forest Hills, NY",Eastern Time (US & Canada),1
5.70E+17,neutral,0.6329,,0,US Airways,,oscarmichv,,0," @ USAirways I forgot my password and I do not know if my username is correct, and i want to use my miles, what i have to do ?  ? ",,2/24/2015 10:53,Facebook: Bﾃ・EFALOS F.C.,,1
5.68E+17,negative,1,Flight Attendant Complaints,0.3556,United,,dbmain,,1," @ united Missing crew, passenger doc problems, frozen toilets, and now we are off the plane .  Give me my money back .   UA3466","[41.98160558, -87.90496847]",2/18/2015 13:35,,,0
5.68E+17,negative,1,Late Flight,1,US Airways,,michellishelli,,0," @ USAirways My flight was delayed and rerouted, and not so much as a ""sorry for your inconvenience"" from the check - in agent ?   # notimpressed",,2/18/2015 7:45,London,,0
5.69E+17,neutral,1,,,Southwest,,sammi_jon3s,,2, @ SouthwestAir please .  .  .  . can I have the last tickets for me and my best friend to  # DestinationDragons ,,2/20/2015 13:45,,,1
5.70E+17,negative,1,Lost Luggage,1,US Airways,,_Leycar,,0, @ USAirways my bag is still lost and I can not get anyone on the phone to assist me and the tracking updates have stopped,,2/24/2015 9:20,,Eastern Time (US & Canada),0
5.70E+17,positive,1,,,Southwest,,sahandmirza,,0, @ SouthwestAir just got a call apologizing personally for the long waits last week trying to rebook flights .  Class act .  I appreciate that ! ,,2/23/2015 12:26,"San Francisco, CA",,1
5.70E+17,positive,1,,,US Airways,,electromail,,0, @ USAirways They were breathing very heavily .  but were super helpful .  Thank you . ,,2/23/2015 10:14,Watching @Interpol somewhere,Amsterdam,1
5.70E+17,negative,1,longlines,0.6885,US Airways,,emilyedawson,,0, @ USAirways needs to get it together in Indy .  Only 2 ticket agents and a line to the door .  Felt bad for ppl who missed their flights . ,,2/22/2015 6:15,,Central Time (US & Canada),0
5.70E+17,neutral,0.6857,,,American,,beantownmatty,,0," @ AmericanAir depends on the terminal, what '  the best option ?  Arrive C, depart A .  Breakfast burrito is what I am craving .  .  Any update on 1119 ? ","[39.29381252, -94.71144036]",2/24/2015 6:19,"iPhone: 37.621227,-122.386002",Eastern Time (US & Canada),1
5.69E+17,negative,1,Customer Service Issue,0.6809,United,,SBondyNYDN,,0," @ united hey, left my computer bag, withcomputer inside, in United, filed online report, no response",,2/19/2015 21:38,,Eastern Time (US & Canada),0
5.69E+17,negative,1,Late Flight,1,US Airways,,lorelleismith,,0, @ usairways  this is ridiculous at CLT  and we missed our connecting flight because of a chuckhole  on runway ?  ?    # shameful  ( 1 / 1 ) ,,2/21/2015 9:39,Cleveland/Sandusky,,0
5.70E+17,negative,0.6535,Lost Luggage,0.6535,Southwest,,johnmsanchez,,0, @ SouthwestAir nbd I was able to figure out a workaround .  Just wanted to help .  Got my bags less than 24 hours Late Flightr .  Muchas grassy ass . ,,2/22/2015 20:25,"Seattle, WA",Central Time (US & Canada),0
5.68E+17,negative,0.6413,Bad Flight,0.6413,Southwest,,narrysslippers,,0, @ SouthwestAir Im just praying you get me home alive,,2/17/2015 17:08,0/5 0/4,Eastern Time (US & Canada),0
5.68E+17,neutral,1,,,Southwest,,KelliBruns,,0, @ SouthwestAir Is there anyway to pay more to get priority boarding A 1 - 15 ? ,,2/19/2015 7:24,California,Alaska,1
5.70E+17,neutral,1,,,Delta,,BigDdaBasedLord,,0,RT  @ JetBlue :  Our fleet ' s on fleek .  ,,2/23/2015 21:32,ClayCo ATL,Central Time (US & Canada),1
5.70E+17,negative,0.6889,Can't Tell,0.3444,American,,banderson_1978,,0, @ AmericanAir Mold on my flight ?  !  ?  US3825  # filthyplane  # hopeidonotgetsick ,"[35.22643463, -80.93879965]",2/24/2015 11:38,"Albany, NY",,0
5.69E+17,neutral,1,,,Southwest,,andylapin,,0," @ SouthwestAir it is working on a different device, though .  Any help is appreciated . ",,2/20/2015 5:28,,Pacific Time (US & Canada),1
5.68E+17,negative,1,Lost Luggage,1,US Airways,,RuelBass,,0, @ USAirways lost our luggage .   # yay,,2/18/2015 19:15,"ﾃ・ET: 41.233943,-74.3966664",Eastern Time (US & Canada),0
5.70E+17,negative,0.6438,Cancelled Flight,0.3406,American,,jameswester,,0, @ AmericanAir Thanks .  Took care of it .  Issue was IVR was unclear and took too long to get a call - back option .  Would love to see that fixed . ,,2/23/2015 6:22,DFW,Central Time (US & Canada),0
5.70E+17,negative,1,Cancelled Flight,0.684,United,,ATL_Attorney,,0, @ united involuntarily bumped your passenger and cannot guarantee them another flight for three days ! ,,2/22/2015 7:54,"Atlanta, GA",Quito,0
5.69E+17,negative,0.6525,Late Flight,0.3475,United,,victor_haydin,,0, @ united it is too Late Flight for reFlight Booking Problems now  -  it is morning already and I no longer need a hotel room,,2/22/2015 3:40,,Kyiv,0
5.70E+17,negative,0.6875,Bad Flight,0.6875,Delta,,jsstone75,,0, @ JetBlue what else on this plane is duct - taped ?  ?   # ohboy  # shouldigetoutandpush  # airplane  # flying・Eｦ ,,2/23/2015 10:09,nyc,,0
5.70E+17,positive,1,,,Southwest,,Karlyle_Tomms,,0, @ SouthwestAir Love Southwest .  You guys have been good to me !  ,,2/23/2015 13:44,Ozarks,Central Time (US & Canada),1
5.69E+17,negative,0.7055,Late Flight,0.3748,United,,wisemana,,0, @ United can you let us out of the gate now .  UA1157,"[0.0, 0.0]",2/20/2015 17:09,"washington, dc",Eastern Time (US & Canada),0
5.70E+17,negative,1,Flight Attendant Complaints,1,American,,MeeestarCoke,,0," @ AmericanAir  upon entering plane to 2  @ USAirways stewardesses :  ""can I have some water ? "" ""no we do not do that .  please take your seat""",,2/23/2015 7:27,BK,,0
5.69E+17,negative,0.6489,Late Flight,0.6489,Virgin America,,stephenasilverm,,0, @ VirginAmerica What is the reason  for the delay of the departure of VX 413 from JFK this afternoon ? ,,2/21/2015 10:22,,,0
5.68E+17,neutral,1,,,Southwest,,geekstiel,,0, @ SouthwestAir Do you perhaps have a pair to the Atlanta show ?   # prettyplease,,2/19/2015 10:48,,Atlantic Time (Canada),1
5.70E+17,negative,1,Flight Attendant Complaints,0.6646,American,,MeganStephens74,,0, @ AmericanAir  @ USAirways and the way I have been spoken to by  # DFW and  # Mia employees is truly disgusting .  Save the pain fly with anyone else,,2/22/2015 20:37,"Philadelphia, PA",Atlantic Time (Canada),0
5.70E+17,negative,1,Customer Service Issue,0.6733,American,,lightworx78,,0," @ AmericanAir trying to change my flight and you just hang up on ppl bc call volume is high .  That is a joke, right ? ",,2/23/2015 4:26,A tiny place in the universe,Arizona,0
5.68E+17,positive,0.3356,,0,Southwest,,CourtSnod,,0, @ SouthwestAir de - icing is important ! ,,2/18/2015 4:44,Tennessee Original,Central Time (US & Canada),1
5.69E+17,neutral,1,,,Delta,,meadonmanhattan,,0, @ JetBlue trivia contest to win flight .  1 question .  RT and Follow  &  I will send you answer to enter .   via  @ WSJPlus,,2/20/2015 8:25,"iPhone: 28.356075,-81.588827",Eastern Time (US & Canada),1
5.70E+17,negative,1,Can't Tell,1,US Airways,,sydlisterney,,0, @ USAirways Strike Three !  !  !  You guys suck !  !  ! ,,2/23/2015 7:38,babynole'18,Quito,0
5.69E+17,positive,1,,,US Airways,,theeyeman3410,,0, @ USAirways   Just talked to reservation .  Must congratulation to them .  Very friendly .   Good for usair .  The ONLY airline we fly . ,,2/20/2015 11:26,"iPhone: 38.851982,-77.185593",Eastern Time (US & Canada),1
5.70E+17,positive,0.6632,,0,United,,BouleChitte,,0, @ united private jet would have been cool !  Do does not work .  I will try again,,2/24/2015 5:32,,,1
5.69E+17,negative,1,Bad Flight,0.3579,United,,yajur,,0, @ united Why was I forced to check my rollaboard on UA 715 ?  Plenty of room in the overhead next to my seat .  ,,2/21/2015 14:04,Chicago,Central Time (US & Canada),0
5.68E+17,negative,1,Customer Service Issue,1,United,,Ssanchik,,0, @ united Contacted yesterday and was told that there is nothing they can do  -  they suggested I email for some compensation  ?  ?  ?  cust service ?  ?  ? ,,2/19/2015 9:36,,,0
5.69E+17,negative,1,Can't Tell,0.664,Delta,,dnaumann54,,0, @ JetBlue shut up an turn on the tvs / music,,2/19/2015 16:07,Boston,Eastern Time (US & Canada),0
5.69E+17,negative,0.6579,Late Flight,0.6579,US Airways,,RichieG99,,0, @ USAirways 4420 delayed further ? ,,2/19/2015 13:43,new yorker stranded in PA,,0
5.70E+17,neutral,1,,,American,,aprilteybrown,,0, @ AmericanAir what about flight 1239 ? ,,2/23/2015 20:40,"Washington, D.C.",Eastern Time (US & Canada),1
5.68E+17,negative,1,Late Flight,0.6989,Delta,,bioldame491,,0," @ JetBlue flight 894, first officer not even at the airport wow !  !  !  !  !  !  Unreal, staff waited until we all boarded to announce we are delayed . ",,2/17/2015 14:43,"New York, NY",Eastern Time (US & Canada),0
5.68E+17,negative,1,Cancelled Flight,0.6383,Southwest,,Kbaiocchi,,0," @ SouthwestAir if this flight is Cancelled Flighted or delayed any further I expect full compensation for my park ticket, hotel  &  flight .  . ",,2/19/2015 9:56,CT ,Eastern Time (US & Canada),0
5.68E+17,neutral,1,,,Southwest,,JiggaJazzman,,0, @ SouthwestAir Are you announcing any more winners to the  # DestinationDragons  @ Imaginedragons  show  @ VelourLive in UTAH this weekend ?   # Lucky,"[40.4871427, -112.011264]",2/18/2015 10:04,,,1
5.69E+17,neutral,0.6452,,0,Southwest,,_Aphmau_,,1," @ SouthwestAir So that is what happens when your power level goes over 9,000 .  .  .  feet in the air . ",,2/20/2015 10:41,,Eastern Time (US & Canada),1
5.70E+17,neutral,0.7027,,0,US Airways,,drewdenker,,0, @ USAirways just told by supervisor that they will not guarantee the empty seats to standby passengers with flights Cancelled Flightled so can sell them,,2/22/2015 12:06,,,1
5.69E+17,neutral,0.6889,,,Delta,,ana_lontana,,0, @ JetBlue alright . ,,2/19/2015 16:31,Northern California/Medellﾃｭn,Pacific Time (US & Canada),1
5.69E+17,neutral,0.6588,,0,Delta,,SnappyKyle,,0, @ JetBlue Hi .  I am trying to find a flight to the Middle East . ,,2/19/2015 18:33,10 ring,Pacific Time (US & Canada),1
5.70E+17,neutral,1,,,United,,BocheBillions,,0, @ united 6533 ORD to DCA,,2/24/2015 9:21,,Central Time (US & Canada),1
5.70E+17,positive,1,,,American,,paylukkar,,0, @ AmericanAir thank you for the assistance,,2/23/2015 13:11,,Beijing,1
5.70E+17,negative,1,Customer Service Issue,0.7276,American,,angeltoia95,,0, @ AmericanAir why have I been on hold for almost 3 hours ?  This is ridiculous,,2/23/2015 10:50,Long Island / Albany,Eastern Time (US & Canada),0
5.68E+17,positive,0.3626,,0,United,,jjirsa,,0," @ united Honestly, I stopped trying to report things via website .  Now I just laugh .  Flights work .  Miles accrue .  I am sure it is just cosmetic . ",,2/18/2015 15:19,Seattle,Pacific Time (US & Canada),1
5.70E+17,positive,1,,,American,,Apas717,,0, @ AmericanAir yes I have .  Thanks,,2/23/2015 12:03,Jacksonville Florida,,1
5.70E+17,positive,1,,,Virgin America,,jessicajaymes,,2,Always have it together !  !  !  You are welcome !  RT  @ VirginAmerica :   @ jessicajaymes You are so welcome . ,"[33.94652852, -118.40766257]",2/22/2015 12:49,"hollywood, california",Pacific Time (US & Canada),1
5.69E+17,neutral,0.6771,,0,US Airways,,Andreas_Hirsch,,0, @ USAirways Do you have a phone Nbr for Refund Dept  ? ,,2/19/2015 14:30,GERMANY,Greenland,1
5.68E+17,negative,1,Late Flight,0.6559,United,,thunderbolt,,0," @ united fair enough, but it stinks to be the passenger on the plane that leaves the gate then sits on the tarmac for an hour before takeoff",,2/17/2015 17:09,OAK,Pacific Time (US & Canada),0
5.70E+17,neutral,1,,,Southwest,,MyCustoAdvocate,,0, @ SouthwestAir Airline trouble  &  not getting satisfactory customer service ?  contact   we negotiate resolutions for You ! ,,2/24/2015 8:03,"Miami, New York, Boston",,1
5.70E+17,negative,1,Customer Service Issue,0.6598,US Airways,,marvinatorsb,,0," @ USAirways booked flight 1mnth ago, seat CONFIRMED, small plane arrived and was not allowed to board bcs no seat, horrible service",,2/23/2015 10:25,,,0
5.69E+17,negative,0.6713,Late Flight,0.6713,Southwest,,currentlyjoseph,,0, @ SouthwestAir flight  #  317,,2/19/2015 15:01,bev. hills!,Eastern Time (US & Canada),0
5.68E+17,negative,1,Customer Service Issue,1,United,,Belendelcanto,,0, @ united yes we are in EWR and it was corrected but just the fact the it was beought up for us to share rooms is unexpactable,,2/18/2015 20:04,Seattle,Hawaii,0
5.68E+17,negative,0.6856,Customer Service Issue,0.3458,United,,jfmusial,,0, @ united why do I have to request refund ?  Why charge twice in first place ? ,,2/19/2015 7:08,New York,Eastern Time (US & Canada),0
5.70E+17,negative,1,longlines,1,US Airways,,G_Will_Eye_Am,,0, @ USAirways been sitting at gate for over 25 min on us 728 !  What gives ?  ?  ? ,,2/22/2015 18:37,,,0
5.68E+17,negative,0.6612,Flight Booking Problems,0.3692,US Airways,,TomFutureforall,,0, @ USAirways cardholder is flying .   We both have us airways and advantage cards which is more frustrating . ,,2/19/2015 2:43,,,0
5.69E+17,neutral,1,,,Delta,,aclaessen,,0, @ JetBlue we are bringing 2 guitars .  can we bring them as carry on ? ,,2/19/2015 18:53,Hollywood,Pacific Time (US & Canada),1
5.70E+17,negative,0.708,Bad Flight,0.3591,United,,JohntheKiwi,,0, @ united Slightly better .  Crew spent a long time searching for better altitude .  Would have helped to let pax in on why all the sharp drops . ,,2/23/2015 7:47,"Stumptown, Baby!",Pacific Time (US & Canada),0
5.70E+17,negative,0.6667,Can't Tell,0.6667,US Airways,,FaknilO,,0," @ USAirways I would happily wait in the terminal near food, restrooms and non irritated passengers . ","[33.43588637, -111.99965664]",2/23/2015 11:10,New Mexico,Mountain Time (US & Canada),0
5.70E+17,positive,1,,,American,,Lauren_Nann,,0, @ AmericanAir Your response has been incredible .  Truly amazed at the steps you have taken to enhance your customer relations .  Big thank you ・E・E・E・E,"[41.06938783, -73.73394372]",2/24/2015 7:16,"Harrison, New York",Eastern Time (US & Canada),1
5.70E+17,negative,1,Can't Tell,0.3506,Southwest,,CravenMorhead,,0," @ SouthwestAir 10 +  people pre boarded
Only 1 needed a wheel chair off the plane .  .  .  Was NOT the case boarding",,2/23/2015 13:23,,Mountain Time (US & Canada),0
5.68E+17,positive,1,,,Southwest,,sewmeup,,0, @ SouthwestAir you guys are so clever ・E・E・E・E ,,2/18/2015 18:30,Wisconsin,Central Time (US & Canada),1
5.69E+17,negative,0.6619,Bad Flight,0.3607,Southwest,,RedArmyHooligan,,0, @ SouthwestAir next up :  enforcing your boarding procedure . ,,2/19/2015 15:53,"Plain Ol Plano, TX",,0
5.70E+17,negative,1,Customer Service Issue,0.6613,United,,raulcordenillo,,1, @ united How do I formally complain about your customer service handler who misconnected me .  I was denied boarding  &  I now lost my bag .  Help ! ,"[41.97495038, -87.89005988]",2/23/2015 10:10,"Stockholm, Sweden ",Stockholm,0
5.70E+17,neutral,1,,,American,,MEGENTRIPODI,,0," @ AmericanAir but my friend was told she was able to use her credit with the airline towards one of my flights, then was told she could not . ",,2/23/2015 11:54,,,1
5.70E+17,negative,1,Flight Booking Problems,0.6658,American,,tampajody,,0, @ AmericanAir ah if only we could get through .  We have tried for over 2 hrs .  Can we call  @ united ? ,,2/22/2015 16:45,Miami,Eastern Time (US & Canada),0
5.70E+17,negative,1,Can't Tell,1,Delta,,Kid2Fresh,,0,・E・E @ JetBlue :  Our fleet ' s on fleek .  ・E・E smh yall expect me to trust a childish airline with my life ?   # Nah,,2/23/2015 10:37,,Hawaii,0
5.69E+17,neutral,0.6526,,,Southwest,,NinaDESell,,0, @ SouthwestAir  @ TheEllenShow  @ Imaginedragons this job interferes withEllen Show  &  concerts !  will alway treasure my  @ LiveAtFirefly experience ! ,,2/20/2015 15:03,,,1
5.70E+17,negative,1,Can't Tell,0.6804,United,,CoffeeCult448,,0, @ united I think DM would be better,,2/23/2015 13:56,Buffalo/Oakland/Savannah/Ire,,0
5.70E+17,negative,1,Cancelled Flight,1,American,,HaileyUrban,,0, @ AmericanAir all flights Cancelled Flighted tomorrow and that means I am stranded at the airport for the night .  .  .  wow . ,,2/22/2015 16:50,,Alaska,0
5.68E+17,positive,1,,,Southwest,,rjp1208,,0, @ SouthwestAir nice work on the update ! ,,2/17/2015 4:03,,Pacific Time (US & Canada),1
5.68E+17,negative,1,Customer Service Issue,1,Southwest,,luvthispayne,,0," @ SouthwestAir Therefore, since I have received no recourse through phone I have submitted an email complaint  &  a letter via mail will follow . ",,2/18/2015 6:37,Somewhere over the rainbow.,Atlantic Time (Canada),0
5.69E+17,negative,1,Cancelled Flight,1,Delta,,jsgerson,,0," @ JetBlue Hey Jetblue, you Cancelled Flightled our flight from ST Maarten to JFK .   Stranded my family in the baggage area and lost my daughters luggage",,2/21/2015 15:13,,,0
5.69E+17,negative,1,Cancelled Flight,1,Southwest,,SebastianAC,,0, @ SouthwestAir Cancelled Flightled my flight and I am stranded in St .  Louis .  Not sure what to do .  No other flight until tomorrow .  Am I to sleep in airpt,,2/20/2015 18:16,"Philadelphia, PA",Quito,0
5.69E+17,negative,0.6438,Can't Tell,0.6438,Southwest,,Tweeter_mom_,,0, @ SouthwestAir What do you call that ?  ?  !  ! ,,2/21/2015 10:46,Florida,Eastern Time (US & Canada),0
5.70E+17,negative,1,Late Flight,1,American,,jongann,,0, @ AmericanAir  # last  # flight  # ever on  # AA .  You botched this weather delay to the point of absurdity .  I would pay more to fly  @ Delta,,2/23/2015 10:06,"iPhone: 38.961334,-77.006119",Eastern Time (US & Canada),0
5.69E+17,positive,0.6809,,,United,,untalMontfort,,0, @ united thanks,"[19.43010575, -99.18988829]",2/21/2015 15:23,"Mexico City, Mexico",Central Time (US & Canada),1
5.68E+17,neutral,1,,,Southwest,,RBrandtPhoto,,0, @ SouthwestAir Just sent you a DM with the details . ,,2/17/2015 11:24,,,1
5.68E+17,negative,1,Customer Service Issue,0.6444,US Airways,,dosydoh,,0," @ USAirways If you believe in keeping your customers happy, especially after a mistake was made on your part .  .  . ",,2/17/2015 12:08,,Pacific Time (US & Canada),0
5.68E+17,negative,1,Customer Service Issue,0.6688,United,,urno12,,0," @ united it has now been 16 days since i applied for my compensation ? 

Y have i had no correspondence",,2/18/2015 1:52,bonkers in Yonkers,New Delhi,0
5.70E+17,neutral,0.6535,,0,American,,ChristianRicks,,0, @ AmericanAir Can you upgrade  ( with cash )  to Main Cabin Extra after buying an AAdvantage Mileage Saver  ( using miles )  ?  Cannot seem to do it .  .  . ,,2/22/2015 13:49,"Durham, NC",Eastern Time (US & Canada),1
